Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time.1,Moving Time,Distance.1,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate.1,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort.1,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute.1,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
2650719413,"Aug 25, 2019, 1:46:37 PM",Threshold expansion,Ride,,4506,44.28,,,False,,Cannondale CAAD 12,activities/2650719413.gpx,70.0,8.300000190734863,4506.0,4506.0,44279.30078125,12.800000190734863,,211.76626586914065,,-2.299999952316284,34.599998474121094,5.400000095367432,0.0004516783228609,,,,,,,,212.49166870117188,1067.5985107421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6055913.0,,,,,,,,,,,,,,,,,,,,,,,,,
2662007283,"Aug 29, 2019, 1:39:10 PM",Radfahrt am Nachmittag,Ride,,5828,53.93,,,False,,Cannondale CAAD 12,activities/2662007283.gpx,70.0,8.300000190734863,5828.0,5792.0,53937.1015625,13.899999618530272,,236.20274353027344,,-2.299999952316284,34.599998474121094,5.099999904632568,-0.0009270057198591,,,,,,,,191.6327209472656,1237.5794677734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6055913.0,,,,,,,,,,,,,,,,,,,,,,,,,
2673720332,"Sep 2, 2019, 2:49:21 PM",Radfahrt am Nachmittag,Ride,,6848,64.13,,,False,,Cannondale CAAD 12,activities/2673720332.gpx,70.0,8.300000190734863,6848.0,6848.0,64138.6015625,15.199999809265137,,287.2185363769531,,-2.299999952316284,34.599998474121094,5.300000190734863,-0.0034300717525184,,,,,,,,190.88885498046875,1457.53564453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6055913.0,,,,,,,,,,,,,,,,,,,,,,,,,
2715838348,"Sep 17, 2019, 6:10:39 AM",Recovery ride. Quite wet and windy but couldn't wait any longer to ride my bike,Ride,,11429,91.63,,,False,,Cannondale CAAD 12,activities/2715838348.gpx,70.0,8.300000190734863,11429.0,10192.0,91636.203125,14.100000381469728,,558.7824096679688,,-1.0,65.0,8.699999809265137,-0.0121131166815757,,,,,,,,182.03900146484372,2068.705810546875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,6055913.0,,,,,,,,,,,,,,,,,,,,,,,,,
2722166389,"Sep 19, 2019, 11:27:55 AM",Radfahrt am Nachmittag,Ride,,5470,48.12,,,False,,Cannondale CAAD 12,activities/2722166389.gpx,70.0,8.300000190734863,5470.0,5138.0,48121.6015625,14.300000190734863,,225.57261657714844,,-2.299999952316284,34.599998474121094,5.5,0.0018702619709074,,,,,,,,223.6586456298828,1281.3114013671875,,,,,,,,,8.0,,,,,0.0,221.0,0.0,,,,,,,,,,,,,,,,,,6055913.0,,,,,,,,,,,,,,,,,,,,,,,,,
2725481483,"Sep 20, 2019, 3:44:37 PM",Radfahrt am Nachmittag,Ride,,5278,47.30,,,False,,Cannondale CAAD 12,activities/2725481483.gpx,70.0,8.300000190734863,5278.0,5252.0,47307.3984375,17.399999618530273,,267.3019714355469,,-1.100000023841858,38.400001525878906,12.0,0.0014796839095652,,,,,,,,181.79885864257807,1064.6104736328125,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,6055913.0,,,,,,,,,,,,,,,,,,,,,,,,,
2731697930,"Sep 22, 2019, 4:33:10 PM",Short 'n quick,Ride,,3709,36.17,,,False,,Cannondale CAAD 12,activities/2731697930.gpx,70.0,8.300000190734863,3709.0,3709.0,36174.1015625,13.0,,168.41380310058594,,0.0,36.400001525878906,5.199999809265137,0.0165864527225494,,,,,,,,211.11569213867188,873.0763549804688,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,6055913.0,,,,,,,,,,,,,,,,,,,,,,,,,
2751817740,"Sep 30, 2019, 11:08:15 AM",Radfahrt am Nachmittag,Ride,,7135,34.79,,,False,,Cannondale CAAD 12,activities/2751817740.gpx,70.0,8.300000190734863,7135.0,5586.0,34799.0,15.300000190734863,,291.0575561523437,,-1.0,62.5,16.700000762939453,0.0077588437125086,,,,,,,,103.44268035888672,644.2813110351562,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,6055913.0,,,,,,,,,,,,,,,,,,,,,,,,,
2790847170,"Oct 15, 2019, 12:47:12 PM",Radfahrt am Nachmittag,Ride,,6422,60.92,,,False,,Cannondale CAAD 12,activities/2790847170.gpx,70.0,8.300000190734863,6422.0,6422.0,60919.3984375,12.5,,279.7394714355469,,-2.299999952316284,36.400001525878906,7.5,-0.0006566052907146,,,,,,,,192.8305511474609,1380.7689208984375,,,,,,,,,8.0,,,,,0.0,276.0,0.0,,,,,,,,,,,,,,,,,,6055913.0,,,,,,,,,,,,,,,,,,,,,,,,,
2813817312,"Oct 24, 2019, 2:43:36 PM",Radfahrt am Nachmittag,Ride,,7367,55.60,,,False,,Cannondale CAAD 12,activities/2813817312.gpx,70.0,8.300000190734863,7367.0,6265.0,55608.19921875,11.899999618530272,,257.5260009765625,,-1.5,36.400001525878906,9.899999618530272,-0.0048553990200161,,,,,,,,169.43994140625,1183.618408203125,,,,,,,,,3.0,,,,,0.0,52.0,0.0,,,,,,,,,,,,,,,,,,6055913.0,,,,,,,,,,,,,,,,,,,,,,,,,
2826270052,"Oct 29, 2019, 2:11:34 PM",Radfahrt am Nachmittag,Ride,,6246,55.29,,,False,,Cannondale CAAD 12,activities/2826270052.gpx,70.0,8.300000190734863,6246.0,6129.0,55291.5,12.600000381469728,,243.0328521728516,,-2.200000047683716,36.400001525878906,7.800000190734863,0.0009042981546372,,,,,,,,181.39588928222656,1239.6295166015625,,,,,,,,,4.0,,,,,0.0,68.0,0.0,,,,,,,,,,,,,,,,,,6055913.0,,,,,,,,,,,,,,,,,,,,,,,,,
2831130381,"Oct 31, 2019, 2:29:32 PM",Radfahrt am Nachmittag,Ride,,5774,55.12,,,False,,Cannondale CAAD 12,activities/2831130381.gpx,70.0,8.300000190734863,5774.0,5774.0,55128.8984375,12.899999618530272,,243.3990478515625,,-2.299999952316284,36.400001525878906,9.5,0.0059859710745513,,,,,,,,196.50588989257807,1265.10693359375,,,,,,,,,6.0,,,,,0.0,152.0,0.0,,,,,,,,,,,,,,,,,,6055913.0,,,,,,,,,,,,,,,,,,,,,,,,,
2835770394,"Nov 2, 2019, 2:54:49 PM",Radfahrt am Nachmittag,Ride,,4822,35.30,,,False,,Cannondale CAAD 12,activities/2835770394.gpx,70.0,8.300000190734863,4822.0,4399.0,35300.5,15.300000190734863,,155.47000122070312,,-2.5,33.900001525878906,9.399999618530272,0.0002832821046467,,,,,,,,175.9336395263672,862.9342651367188,,,,,,,,,2.0,,,,,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,6055913.0,,,,,,,,,,,,,,,,,,,,,,,,,
2843050425,"Nov 5, 2019, 3:38:15 PM",Vuelta ciclística por la tarde,Ride,,942,9.57,,,False,,Cannondale CAAD 12,activities/2843050425.gpx,70.0,8.300000190734863,942.0,942.0,9569.099609375,11.699999809265137,,26.57999992370605,,7.0,19.299999237060547,3.5,-0.0094052730128169,,,,,,,,231.4670867919922,243.1168365478516,,,,,,,,,8.0,,,,,0.0,40.0,0.0,,,,,,,,,,,,,,,,,,6055913.0,,,,,,,,,,,,,,,,,,,,,,,,,
2850149500,"Nov 8, 2019, 2:01:24 PM",Vuelta ciclística por la tarde,Ride,,5946,55.16,,,False,,Cannondale CAAD 12,activities/2850149500.gpx,70.0,8.300000190734863,5946.0,5800.0,55161.0,12.0,,242.04464721679688,,-2.200000047683716,36.400001525878906,17.200000762939453,0.0001812874979805,,,,,,,,198.46755981445312,1283.4896240234375,,,,,,,,,6.0,,,,,0.0,153.0,0.0,,,,,,,,,,,,,,,,,,6055913.0,,,,,,,,,,,,,,,,,,,,,,,,,
